Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2002-2006,Citywide,1,0,New York City,16.3,24.1,19.7,1559.4,744.8,814.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,1,5,Mott Haven/Hunts Point,13.4,24.2,18.1,20,8.2,11.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,2,5,Morrisania/East Tremont,17.1,25,20.2,21.8,10.8,11,Non-Hodgkin's Lymphomas
2001-2005,Subboro,3,5,Highbridge/South Concourse,17.8,27.4,21.9,23,10.6,12.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,4,5,University Heights/Fordham,14.9,18,16.5,15.4,7.6,7.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,5,5,Kingsbridge Heights/Mosholu,17,26.1,20.7,20.2,9.6,10.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,6,5,Riverdale/Kingsbridge,18.5,25.7,21.7,28.6,15.2,13.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,7,5,Soundview/Parkchester,13.4,28.7,19.4,29.8,12.2,17.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,8,5,Throgs Neck/Co-op City,17.1,21.6,18.9,27,14.8,12.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,9,5,Pelham Parkway,17.7,22.3,19.8,25.4,13.2,12.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,10,5,Williamsbridge/Baychester,17.1,15.7,16.7,21.8,13.2,8.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,11,5,Williamsburg/Greenpoint,13,19.2,15.6,18.6,8.6,10,Non-Hodgkin's Lymphomas
2001-2005,Subboro,12,5,Brooklyn Heights/Fort Greene,16,20.7,17.8,18.4,9.4,9,Non-Hodgkin's Lymphomas
2001-2005,Subboro,13,5,Bedford Stuyvesant,12.2,17.2,14.4,15,7.4,7.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,14,5,Bushwick,12.7,21,16,14.6,6.6,8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,15,5,East New York/Starret City,14.2,21.8,17.4,21.6,10.2,11.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,16,5,Park Slope/Carroll Gardens,14.8,24.6,18.5,17.2,7.6,9.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,17,5,Sunset Park,14.2,19.3,16.4,18.4,9,9.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,18,5,N. Crown Heights/Prospect Heights,11.3,24.4,16.8,18.8,7.4,11.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,19,5,South Crown Heights,14.4,17.3,15.5,16.2,9,7.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,20,5,Bay Ridge,16.4,25.8,20.4,29.4,13.8,15.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,21,5,Bensonhurst,17,18.8,17.8,37.6,20.8,16.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,22,5,Borough Park,15.4,21.2,18,26.4,12.4,14,Non-Hodgkin's Lymphomas
2001-2005,Subboro,23,5,Coney Island,18.1,28.5,22.2,36,16.8,19.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,24,5,Flatbush,15.2,26.5,19.9,30.6,13.4,17.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,25,5,Sheepshead Bay/Gravesend,16.8,25.5,20.9,39,18.6,20.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,26,5,Brownsville/Ocean Hill,14.4,19.6,16.1,14.6,8,6.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,27,5,East Flatbush,10.2,20,14.3,19.6,8.4,11.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,28,5,Flatlands/Canarsie,15.2,20.6,17.5,33,16.8,16.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,29,5,Greenwich Village/Financial District,19.4,30.4,25.3,31.6,12.8,18.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,30,5,Lower East Side/Chinatown,14.9,22.2,18.6,32.6,15,17.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,31,5,Chelsea/Clinton/Midtown,17.1,37.6,27.2,36,11,25,Non-Hodgkin's Lymphomas
2001-2005,Subboro,32,5,Stuyvesant Town/Turtle Bay,21.2,34.9,26.8,45.8,21.4,24.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,33,5,Upper West Side,20.8,27.2,23.4,52.2,26.2,26,Non-Hodgkin's Lymphomas
2001-2005,Subboro,34,5,Upper East Side,21.6,32.3,26,66.6,32.4,34.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,35,5,Morningside Heights/Hamilton Heights,13.9,27.6,19.1,22,9.2,12.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,36,5,Central Harlem,13.1,18.9,15.8,16.8,8,8.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,37,5,East Harlem,14.4,37.3,23.4,25.4,9.4,16,Non-Hodgkin's Lymphomas
2001-2005,Subboro,38,5,Washington Heights/Inwood,16.9,22.1,19.2,36.8,19.2,17.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,39,5,Astoria,15,23.8,18.8,33,14.8,18.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,40,5,Sunnyside/Woodside,12.5,18.7,15.3,18.8,8.4,10.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,41,5,Jackson Heights,13.9,21.2,17.1,27.6,12.2,15.4,Non-Hodgkin's Lymphomas
2001-2005,Subboro,42,5,Elmhurst/Corona,10.3,18.6,14.1,16.8,6.6,10.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,43,5,Middle Village/Ridgewood,18.2,20,19.3,34,18.8,15.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,44,5,Forest Hills/Rego Park,17.4,28,22.2,33.8,16.2,17.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,45,5,Flushing/Whitestone,19.6,19.1,19.4,57.2,33.2,24,Non-Hodgkin's Lymphomas
2001-2005,Subboro,46,5,Hillcrest/Fresh Meadows,17.9,18.8,18.4,30.8,17,13.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,47,5,Kew Gardens/Woodhaven,10.5,21.1,15.3,19,7,12,Non-Hodgkin's Lymphomas
2001-2005,Subboro,48,5,Howard Beach/South Ozone Park,15.9,19.1,17.6,22.2,11.2,11,Non-Hodgkin's Lymphomas
2001-2005,Subboro,49,5,Bayside/Little Neck,15,21.5,17.5,26.4,12.6,13.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,50,5,Jamaica,9.3,12.2,10.7,22.6,11.4,11.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,51,5,Bellerose/Rosedale,14.7,20,16.5,33.2,17,16.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,52,5,Rockaways,17,20.7,18.9,21.4,11.6,9.8,Non-Hodgkin's Lymphomas
2001-2005,Subboro,53,5,North Shore,15.9,24.8,19.4,30.4,13.8,16.6,Non-Hodgkin's Lymphomas
2001-2005,Subboro,54,5,Mid Island,20.1,28,23,33.4,16.2,17.2,Non-Hodgkin's Lymphomas
2001-2005,Subboro,55,5,South Shore,24.2,32.6,28.5,44,20.4,23.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,101,4,Kingsbridge - Riverdale,18.3,25.4,21.5,26,14,12,Non-Hodgkin's Lymphomas
2001-2005,UHF42,102,4,Northeast Bronx,17.3,19.5,18.4,37.4,21.6,15.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,103,4,Fordham - Bronx Pk,16.8,25.5,20.5,40.8,19,21.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,104,4,Pelham - Throgs Neck,15.7,24.6,19.4,55.6,26.6,29,Non-Hodgkin's Lymphomas
2001-2005,UHF42,105,4,Crotona -Tremont,16.5,18.9,17.8,26.4,13.8,12.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,106,4,High Bridge - Morrisania,15.3,26.8,19.9,29.6,13.2,16.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,107,4,Hunts Point - Mott Haven,13.7,25,18.3,18.8,7.8,11,Non-Hodgkin's Lymphomas
2001-2005,UHF42,201,4,Greenpoint,13,17.9,15,16,7.6,8.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,202,4,Downtown - Heights - Slope,15.4,21.9,17.8,35.6,17.2,18.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,12.7,21.1,16.1,44,20.8,23.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,204,4,East New York,14.9,18.8,16.6,23.6,11.8,11.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,205,4,Sunset Park,12.3,17.7,14.6,14.2,6.6,7.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,206,4,Borough Park,15.4,22.6,18.5,60.4,28.4,32,Non-Hodgkin's Lymphomas
2001-2005,UHF42,207,4,East Flatbush - Flatbush,11.2,20.2,15,44.6,19.6,25,Non-Hodgkin's Lymphomas
2001-2005,UHF42,208,4,Canarsie - Flatlands,16,22.1,18.6,36.6,18.6,18,Non-Hodgkin's Lymphomas
2001-2005,UHF42,209,4,Bensonhurst - Bay Ridge,15.4,23.2,18.5,46.2,22.4,23.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,210,4,Coney Island - Sheepshead Bay,18.4,25.7,21.6,80.8,40.4,40.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,211,4,Williamsburg - Bushwick,12.6,20.9,16,24.6,11.2,13.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,301,4,Washington Heights,16.1,21.7,18.6,45.4,23,22.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,302,4,Central Harlem - Morningside Heights,13.4,22.8,17.3,24.8,11.2,13.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,303,4,East Harlem,14.9,36.5,23.7,24.2,9,15.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,304,4,Upper West Side,21.6,29.6,24.7,59.4,29.2,30.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,305,4,Upper East Side,22,34.1,27,66.8,32.2,34.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,306,4,Chelsea - Clinton,18.8,34.9,26.9,36.8,12.8,24,Non-Hodgkin's Lymphomas
2001-2005,UHF42,307,4,Gramercy Park - Murray Hill,20.5,35.5,26.9,39,17,22,Non-Hodgkin's Lymphomas
2001-2005,UHF42,308,4,Greenwich Village - SoHo,18.7,25.9,23.1,20.2,8.4,11.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,309,4,Union Square - Lower East Side,16.9,26.7,21.4,44.6,20.2,24.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,310,4,Lower Manhattan,14,29.3,21.3,6.6,2.4,4.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,401,4,Long Island City - Astoria,13.4,22.9,17.3,36.6,15.6,21,Non-Hodgkin's Lymphomas
2001-2005,UHF42,402,4,West Queens,13.3,19.8,16.4,70.4,31.8,38.6,Non-Hodgkin's Lymphomas
2001-2005,UHF42,403,4,Flushing - Clearview,18.9,19.3,19,58.6,33.4,25.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,404,4,Bayside - Little Neck,14.6,23,18,20.6,9.4,11.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,405,4,Ridgewood - Forest Hills,17.3,23.6,20.1,58.2,29.8,28.4,Non-Hodgkin's Lymphomas
2001-2005,UHF42,406,4,Fresh Meadows,19.8,20.7,20.2,22.2,12.4,9.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,407,4,Southwest Queens,12.6,20.1,16.1,41,17.8,23.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,408,4,Jamaica,10.7,12.3,11.5,32.8,17.8,15,Non-Hodgkin's Lymphomas
2001-2005,UHF42,409,4,Southeast Queens,15.5,22.2,17.9,36.6,18.4,18.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,410,4,Rockaways,16.7,21,18.8,21.4,11.6,9.8,Non-Hodgkin's Lymphomas
2001-2005,UHF42,501,4,Port Richmond,11.7,27.4,17.9,9.8,3.6,6.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,502,4,Stapleton - St. George,17.7,24.7,20.7,25.2,12,13.2,Non-Hodgkin's Lymphomas
2001-2005,UHF42,503,4,Willowbrook,19.6,27.4,22.2,21.6,10.6,11,Non-Hodgkin's Lymphomas
2001-2005,UHF42,504,4,South Beach - Tottenville,23.6,32.1,27.7,51.6,24.4,27.2,Non-Hodgkin's Lymphomas
2001-2005,Borough,1,1,Bronx,16.7,23.9,19.8,234.2,115.8,118.4,Non-Hodgkin's Lymphomas
2001-2005,Borough,2,1,Brooklyn,15,22.5,18.1,426,204.4,221.6,Non-Hodgkin's Lymphomas
2001-2005,Borough,3,1,Manhattan,18.1,29.5,23.1,368.6,165.6,203,Non-Hodgkin's Lymphomas
2001-2005,Borough,4,1,Queens,15.2,20.3,17.4,398.6,198.6,200,Non-Hodgkin's Lymphomas
2001-2005,Borough,5,1,Staten Island,19.9,28.7,23.6,108,50.6,57.4,Non-Hodgkin's Lymphomas
2001-2005,Citywide,1,0,New York City,16.2,23.9,19.5,1535.4,735,800.4,Non-Hodgkin's Lymphomas
2011-2015,Subboro,1,5,Mott Haven/Hunts Point,39.1,60.8,47.5,58.2,27.8,30.4,Lung and Bronchus
2011-2015,Subboro,2,5,Morrisania/East Tremont,46.8,80.7,59.4,72,34.2,37.8,Lung and Bronchus
2011-2015,Subboro,3,5,Highbridge/South Concourse,36,73.6,55.6,63.2,29.2,34,Lung and Bronchus
2011-2015,Subboro,4,5,University Heights/Fordham,42.2,56.5,46.6,42.6,23,19.6,Lung and Bronchus
2011-2015,Subboro,5,5,Kingsbridge Heights/Mosholu,36,60.2,45.5,46,21.4,24.6,Lung and Bronchus
2011-2015,Subboro,6,5,Riverdale/Kingsbridge,40.3,51,44,66.2,35.6,30.6,Lung and Bronchus
2011-2015,Subboro,7,5,Soundview/Parkchester,38,57.3,45.7,76.8,37.8,39,Lung and Bronchus
2011-2015,Subboro,8,5,Throgs Neck/Co-op City,45.8,69.1,54.7,95.6,48,47.6,Lung and Bronchus
2011-2015,Subboro,9,5,Pelham Parkway,38.2,60.2,47,68,32.2,35.8,Lung and Bronchus
2011-2015,Subboro,10,5,Williamsbridge/Baychester,34.1,48.9,40,58,29.4,28.6,Lung and Bronchus
2011-2015,Subboro,11,5,Williamsburg/Greenpoint,35.9,47.6,40.7,48,24.6,23.4,Lung and Bronchus
2011-2015,Subboro,12,5,Brooklyn Heights/Fort Greene,43.8,49,45.9,50.4,28.2,22.2,Lung and Bronchus
2011-2015,Subboro,13,5,Bedford Stuyvesant,42,70.4,53,57.4,27,30.4,Lung and Bronchus
2011-2015,Subboro,14,5,Bushwick,37.4,69.4,49,46.6,20.8,25.8,Lung and Bronchus
2011-2015,Subboro,15,5,East New York/Starret City,36.4,70.7,49.5,69.2,30.4,38.8,Lung and Bronchus
2011-2015,Subboro,16,5,Park Slope/Carroll Gardens,46.5,45,45.6,39.6,22.8,16.8,Lung and Bronchus
2011-2015,Subboro,17,5,Sunset Park,39,67.3,50.7,60.2,25.2,35,Lung and Bronchus
2011-2015,Subboro,18,5,N. Crown Heights/Prospect Heights,40.9,45.7,37.5,47.4,27.4,20,Lung and Bronchus
2011-2015,Subboro,19,5,South Crown Heights,28.5,52.4,38.7,42.8,19.8,23,Lung and Bronchus
2011-2015,Subboro,20,5,Bay Ridge,51.5,75.9,61.3,92.2,44.6,47.6,Lung and Bronchus
2011-2015,Subboro,21,5,Bensonhurst,44.3,84.3,61.8,142.4,57.8,84.6,Lung and Bronchus
2011-2015,Subboro,22,5,Borough Park,32.1,52.4,41.5,60,25.8,34.2,Lung and Bronchus
2011-2015,Subboro,23,5,Coney Island,37,76,53,104.6,43.2,61.4,Lung and Bronchus
2011-2015,Subboro,24,5,Flatbush,31.5,45.5,36.9,61.8,30.8,31,Lung and Bronchus
2011-2015,Subboro,25,5,Sheepshead Bay/Gravesend,49.6,70.7,58.1,119.4,56.8,62.6,Lung and Bronchus
2011-2015,Subboro,26,5,Brownsville/Ocean Hill,43.2,28.6,54.3,55.8,27.2,28.6,Lung and Bronchus
2011-2015,Subboro,27,5,East Flatbush,19.7,43.1,28.9,42.4,16.8,25.6,Lung and Bronchus
2011-2015,Subboro,28,5,Flatlands/Canarsie,33.5,58.9,43.5,90.8,41.6,49.2,Lung and Bronchus
2011-2015,Subboro,29,5,Greenwich Village/Financial District,50.2,45.9,48,65.8,37.2,28.6,Lung and Bronchus
2011-2015,Subboro,30,5,Lower East Side/Chinatown,39,67.7,50.8,101.8,44.8,57,Lung and Bronchus
2011-2015,Subboro,31,5,Chelsea/Clinton/Midtown,45.7,62.7,52.9,77.6,35.6,42,Lung and Bronchus
2011-2015,Subboro,32,5,Stuyvesant Town/Turtle Bay,55.9,52.6,54.2,103.6,61,42.6,Lung and Bronchus
2011-2015,Subboro,33,5,Upper West Side,47,40.8,44.1,120.2,73.2,47,Lung and Bronchus
2011-2015,Subboro,34,5,Upper East Side,55.5,41,49.1,151.8,98.2,53.6,Lung and Bronchus
2011-2015,Subboro,35,5,Morningside Heights/Hamilton Heights,40.8,53.1,45.3,55.6,30.2,25.4,Lung and Bronchus
2011-2015,Subboro,36,5,Central Harlem,60.2,85,68.7,76.6,40.4,36.2,Lung and Bronchus
2011-2015,Subboro,37,5,East Harlem,49.3,84.8,62.5,77.4,37,40.4,Lung and Bronchus
2011-2015,Subboro,38,5,Washington Heights/Inwood,31.7,44.5,36.1,76,40.8,35.2,Lung and Bronchus
2011-2015,Subboro,39,5,Astoria,37,59.8,46.7,83.4,38.2,45.2,Lung and Bronchus
2011-2015,Subboro,40,5,Sunnyside/Woodside,38.1,53.9,44.1,57.8,27.8,30,Lung and Bronchus
2011-2015,Subboro,41,5,Jackson Heights,28.2,46.4,35.4,57.6,26,31.6,Lung and Bronchus
2011-2015,Subboro,42,5,Elmhurst/Corona,34.7,52.5,42.1,54,24.8,29.2,Lung and Bronchus
2011-2015,Subboro,43,5,Middle Village/Ridgewood,53.7,63.7,57.9,109.4,57,52.4,Lung and Bronchus
2011-2015,Subboro,44,5,Forest Hills/Rego Park,37.4,50.7,42.9,73.6,37.6,36,Lung and Bronchus
2011-2015,Subboro,45,5,Flushing/Whitestone,43.2,58.2,49.5,172.2,84.8,87.4,Lung and Bronchus
2011-2015,Subboro,46,5,Hillcrest/Fresh Meadows,33.1,54.2,42.1,79.8,35.8,44,Lung and Bronchus
2011-2015,Subboro,47,5,Kew Gardens/Woodhaven,35.1,59.4,45.3,58.4,25.6,32.8,Lung and Bronchus
2011-2015,Subboro,48,5,Howard Beach/South Ozone Park,41.4,64.9,51.2,69.2,31.4,37.8,Lung and Bronchus
2011-2015,Subboro,49,5,Bayside/Little Neck,36.4,61.8,47.3,80.6,34.8,45.8,Lung and Bronchus
2011-2015,Subboro,50,5,Jamaica,35.5,50.3,41,95.8,49.8,46,Lung and Bronchus
2011-2015,Subboro,51,5,Bellerose/Rosedale,31,50.3,38.5,89.2,43.2,46,Lung and Bronchus
2011-2015,Subboro,52,5,Rockaways,44,65.8,53.5,71,32.8,38.2,Lung and Bronchus
2011-2015,Subboro,53,5,North Shore,54.4,71.3,61.6,108.4,52.6,55.8,Lung and Bronchus
2011-2015,Subboro,54,5,Mid Island,55.1,84,67.5,118.8,55.8,63,Lung and Bronchus
2011-2015,Subboro,55,5,South Shore,59.5,73.6,65.3,124.4,63.2,61.2,Lung and Bronchus
2011-2015,Borough,1,1,Bronx,40.4,61.8,48.7,646.6,318.6,328,Lung and Bronchus
2011-2015,Borough,2,1,Brooklyn,38.5,62.7,48.2,1231,570.8,660.2,Lung and Bronchus
2011-2015,Borough,3,1,Manhattan,47.4,53.7,49.7,906.4,498.4,408,Lung and Bronchus
2011-2015,Borough,4,1,Queens,38,56.2,45.5,1152.6,550,602.6,Lung and Bronchus
2011-2015,Borough,5,1,Staten Island,56.5,76.1,64.7,351.6,171.6,180,Lung and Bronchus
2011-2015,Citywide,1,0,New York City,41.7,59.7,48.9,4288.2,2109.4,2178.8,Lung and Bronchus
2009-2013,Subboro,1,5,Mott Haven/Hunts Point,35.8,71.6,49.7,57,24,33,Lung and Bronchus
2009-2013,Subboro,2,5,Morrisania/East Tremont,49.6,76.6,60.2,70,34.6,35.4,Lung and Bronchus
2009-2013,Subboro,3,5,Highbridge/South Concourse,38.2,68.9,50.8,56.4,24.8,31.6,Lung and Bronchus
2009-2013,Subboro,4,5,University Heights/Fordham,40.8,56.5,46.7,42.8,22,20.8,Lung and Bronchus
2009-2013,Subboro,5,5,Kingsbridge Heights/Mosholu,35.2,65.2,47.1,45.4,20.4,25,Lung and Bronchus
2009-2013,Subboro,6,5,Riverdale/Kingsbridge,40.6,57.2,46.8,67.2,35.2,32,Lung and Bronchus
2009-2013,Subboro,7,5,Soundview/Parkchester,38.5,59.8,46.9,77,37.8,39.2,Lung and Bronchus
2009-2013,Subboro,8,5,Throgs Neck/Co-op City,50.3,72.2,58.3,97.2,49.8,47.4,Lung and Bronchus
2009-2013,Subboro,9,5,Pelham Parkway,43.7,67.9,53.5,73.6,35,38.6,Lung and Bronchus
2009-2013,Subboro,10,5,Williamsbridge/Baychester,33.8,46.8,38.6,53.4,28,25.4,Lung and Bronchus
2009-2013,Subboro,11,5,Williamsburg/Greenpoint,42.2,49.5,44.9,51.4,28.4,23,Lung and Bronchus
2009-2013,Subboro,12,5,Brooklyn Heights/Fort Greene,48.4,55,51,53.6,29.8,23.8,Lung and Bronchus
2009-2013,Subboro,13,5,Bedford Stuyvesant,42.4,78,56.3,59,26.4,32.6,Lung and Bronchus
2009-2013,Subboro,14,5,Bushwick,31.2,58.7,41.7,39,17,22,Lung and Bronchus
2009-2013,Subboro,15,5,East New York/Starret City,38.4,67.5,49.3,66.6,31.6,35,Lung and Bronchus
2009-2013,Subboro,16,5,Park Slope/Carroll Gardens,45.1,48.6,46.1,39.2,21.6,17.6,Lung and Bronchus
2009-2013,Subboro,17,5,Sunset Park,40.7,73.8,54.4,61.4,25.8,35.6,Lung and Bronchus
2009-2013,Subboro,18,5,N. Crown Heights/Prospect Heights,42.2,56.1,47,50.6,27.2,23.4,Lung and Bronchus
2009-2013,Subboro,19,5,South Crown Heights,30.7,51.9,38.7,43.8,21.2,22.6,Lung and Bronchus
2009-2013,Subboro,20,5,Bay Ridge,56.5,80,66.2,97.4,48.2,49.2,Lung and Bronchus
2009-2013,Subboro,21,5,Bensonhurst,42,76.3,56.7,125.6,52.8,72.8,Lung and Bronchus
2009-2013,Subboro,22,5,Borough Park,33,55.2,42.9,60,26.4,33.6,Lung and Bronchus
2009-2013,Subboro,23,5,Coney Island,37.5,75.9,53.3,100.2,42,58.2,Lung and Bronchus
2009-2013,Subboro,24,5,Flatbush,31,52.1,39.4,63.8,29.2,34.6,Lung and Bronchus
2009-2013,Subboro,25,5,Sheepshead Bay/Gravesend,48.6,73.2,59.2,117.8,55.2,62.6,Lung and Bronchus
2009-2013,Subboro,26,5,Brownsville/Ocean Hill,39.3,83.8,55.3,55.2,24,31.2,Lung and Bronchus
2009-2013,Subboro,27,5,East Flatbush,22.4,43.2,30.9,44.2,19,25.2,Lung and Bronchus
2009-2013,Subboro,28,5,Flatlands/Canarsie,35.2,56.3,43.3,88.4,43.2,45.2,Lung and Bronchus
2009-2013,Subboro,29,5,Greenwich Village/Financial District,51.3,55.3,53.2,69.2,36,33.2,Lung and Bronchus
2009-2013,Subboro,30,5,Lower East Side/Chinatown,40.4,69.3,51.8,100,43.8,56.2,Lung and Bronchus
2009-2013,Subboro,31,5,Chelsea/Clinton/Midtown,51.6,64.4,56.9,81,39,42,Lung and Bronchus
2009-2013,Subboro,32,5,Stuyvesant Town/Turtle Bay,52.8,48,50.7,94,56.6,37.4,Lung and Bronchus
2009-2013,Subboro,33,5,Upper West Side,47,43.8,45.3,120,71.4,48.6,Lung and Bronchus
2009-2013,Subboro,34,5,Upper East Side,53.1,42.3,48.4,146,92.4,53.6,Lung and Bronchus
2009-2013,Subboro,35,5,Morningside Heights/Hamilton Heights,37.9,54.3,44.6,53.6,27.6,26,Lung and Bronchus
2009-2013,Subboro,36,5,Central Harlem,64.6,91.5,73.5,79.6,42.4,37.2,Lung and Bronchus
2009-2013,Subboro,37,5,East Harlem,47.3,79,59.1,71.2,34.6,36.6,Lung and Bronchus
2009-2013,Subboro,38,5,Washington Heights/Inwood,30.9,47.3,36.6,75,39,36,Lung and Bronchus
2009-2013,Subboro,39,5,Astoria,34,61.4,45.4,77.4,33.6,43.8,Lung and Bronchus
2009-2013,Subboro,40,5,Sunnyside/Woodside,37.5,63.3,47.6,60,26.4,33.6,Lung and Bronchus
2009-2013,Subboro,41,5,Jackson Heights,34.4,47.3,39.8,62.6,31,31.6,Lung and Bronchus
2009-2013,Subboro,42,5,Elmhurst/Corona,31.4,53,40.3,49,21.6,27.4,Lung and Bronchus
2009-2013,Subboro,43,5,Middle Village/Ridgewood,56.7,73.8,64,117,58.8,58.2,Lung and Bronchus
2009-2013,Subboro,44,5,Forest Hills/Rego Park,37.9,52.3,43.8,70.4,36.2,34.2,Lung and Bronchus
2009-2013,Subboro,45,5,Flushing/Whitestone,42.5,63.3,51.1,171.8,80.4,91.4,Lung and Bronchus
2009-2013,Subboro,46,5,Hillcrest/Fresh Meadows,33.4,56.6,42.9,77.8,34,43.8,Lung and Bronchus
2009-2013,Subboro,47,5,Kew Gardens/Woodhaven,36.8,58.2,45.9,57.2,25.8,31.4,Lung and Bronchus
2009-2013,Subboro,48,5,Howard Beach/South Ozone Park,45.9,63.8,53.5,69,33.4,35.6,Lung and Bronchus
2009-2013,Subboro,49,5,Bayside/Little Neck,45.5,59.5,51.2,82.8,41.4,41.4,Lung and Bronchus
2009-2013,Subboro,50,5,Jamaica,35.1,53.8,42,94.4,47.2,47.2,Lung and Bronchus
2009-2013,Subboro,51,5,Bellerose/Rosedale,31.5,53.5,40.2,91,43.2,47.8,Lung and Bronchus
2009-2013,Subboro,52,5,Rockaways,52.3,67.2,58.8,75,37.8,37.2,Lung and Bronchus
2009-2013,Subboro,53,5,North Shore,50.8,76.6,61.5,104,47.2,56.8,Lung and Bronchus
2009-2013,Subboro,54,5,Mid Island,59.7,81.4,68.6,114.8,56.4,58.4,Lung and Bronchus
2009-2013,Subboro,55,5,South Shore,58.5,81.8,68.3,123.8,59.4,64.4,Lung and Bronchus
2009-2013,Borough,1,1,Bronx,41.2,65.1,50.4,641,311.8,329.2,Lung and Bronchus
2009-2013,Borough,2,1,Brooklyn,39.4,64.1,49.4,1217.8,569.4,648.4,Lung and Bronchus
2009-2013,Borough,3,1,Manhattan,47.2,55.6,50.4,891.6,483.8,407.8,Lung and Bronchus
2009-2013,Borough,4,1,Queens,39.7,59.6,47.8,1161,552.6,608.4,Lung and Bronchus
2009-2013,Borough,5,1,Staten Island,56.5,80.3,66.3,343.6,163.2,180.4,Lung and Bronchus
2009-2013,Citywide,1,0,New York City,42.5,62.2,50.4,4255,2080.8,2174.2,Lung and Bronchus
2008-2012,Subboro,1,5,Mott Haven/Hunts Point,35.1,73,50.1,56,22.8,33.2,Lung and Bronchus
2008-2012,Subboro,2,5,Morrisania/East Tremont,51.2,75.8,60.8,68.8,34.8,34,Lung and Bronchus
2008-2012,Subboro,3,5,Highbridge/South Concourse,37.5,75.4,52.6,57.4,24,33.4,Lung and Bronchus
